PostId;PostTypeId;VersionCount
37679638;0;3
8825433;0;3
37239577;0;3
43295645;0;4
28111330;0;5
37192863;0;5
6026870;0;3
37536106;0;23
6372212;0;2
27271962;0;2
31683102;0;5
7058338;0;3
12449605;0;5
15098707;0;2
17211628;0;4
22423906;0;9
34146907;0;3
18908010;0;12
30521777;0;2
11849734;0;6
6346740;0;2
5450196;0;3
43647329;0;4
16355515;0;4
42070509;0;2
5597165;0;2
37122535;0;2
15227328;0;3
42051972;0;2
32830143;0;3
2130958;0;2
41767979;0;6
42926438;0;2
39358894;0;3
33963012;0;2
7070959;0;3
14097058;0;3
33744555;0;3
14166741;0;2
10271192;0;2
10229624;0;2
18056176;0;5
31355267;0;2
30797196;0;2
39930967;0;2
22139760;0;4
36033507;0;3
30992234;0;2
38143312;0;5
3552962;0;2
6820715;0;2
40559291;0;3
31228087;0;3
26025914;0;2
41549364;0;4
43681585;0;4
41740439;0;2
16673669;0;2
5916250;0;3
32288552;0;3
37383812;0;2
15631017;0;2
32417237;0;3
22664414;0;2
12310289;0;2
34927800;0;3
18315419;0;2
30642253;0;12
39528910;0;2
14275458;0;3
3006703;0;4
20131354;0;2
42190316;0;2
13864539;0;3
33316483;0;5
24112925;0;3
3279569;0;2
15622887;0;2
6942191;0;2
42843394;0;2
37252125;0;3
39999825;0;2
5999804;0;2
41158903;0;8
12541806;0;2
19178824;0;2
42908061;0;3
20482888;0;2
42394800;0;4
34668365;0;2
36532508;0;3
1532653;0;2
14527831;0;2
35967867;0;5
35857584;0;2
25413141;0;2
42977775;0;4
20744915;0;3
10152996;0;6
27069857;0;3
10090006;0;5
16957313;0;4
25008225;0;2
21893481;0;6
38227074;0;3
24850770;0;4
24615724;0;7
25817674;0;2
38708021;0;2
18194389;0;4
21863923;0;3
44414083;0;2
14798091;0;2
34055064;0;4
18724229;0;4
24794554;0;6
12650370;0;5
13756797;0;3
5205542;0;3
27714264;0;7
4818848;0;4
25188968;0;3
10390783;0;3
44062183;0;3
12878956;0;3
29762130;0;2
38917222;0;2
25781981;0;6
41492902;0;3
29919525;0;2
40633431;0;3
31037624;0;3
13050478;0;3
14795271;0;2
33884710;0;2
12790839;0;2
15214204;0;4
43508159;0;3
27104214;0;4
16755862;0;2
22115936;0;4
13864754;0;4
2448328;0;2
19980145;0;2
6697059;0;2
36440148;0;4
19599842;0;6
35384742;0;2
26587840;0;3
40753773;0;2
16940793;0;2
16700069;0;3
20928013;0;2
30931036;0;3
40182734;0;4
18673529;0;3
4190580;0;6
33096802;0;2
5781278;0;3
4858615;0;7
11164767;0;4
3982236;0;2
27278734;0;2
20169153;0;6
34939637;0;10
29050407;0;2
22672444;0;3
21813706;0;2
24780883;0;4
3442770;0;2
26446748;0;3
36558541;0;2
43966248;0;2
11228803;0;6
26050858;0;3
21051057;0;2
28175336;0;4
33118458;0;5
40754811;0;4
39539480;0;3
31357791;0;3
27417886;0;6
33014592;0;2
13064858;0;3
16626181;0;2
33467136;0;2
4491727;0;2
30503167;0;4
41327262;0;2
10271188;0;3
16056955;0;2
18774003;0;4
34029718;0;2
35806433;0;4
42127521;0;4
36901185;0;4
43326046;0;2
44077272;0;2
3646259;0;3
27746102;0;3
3266399;0;2
12475847;0;2
14871666;0;2
42399384;0;3
42864506;0;4
31014296;0;4
16289339;0;2
36000745;0;2
41408581;0;2
41115739;0;2
25484389;0;2
30760750;0;5
9202891;0;2
37566951;0;3
40771357;0;2
43829607;0;2
13232149;0;3
33858028;0;2
38992462;0;4
40675240;0;4
42608016;0;2
32841902;0;2
16442512;0;6
37086850;0;3
9051622;0;2
41790351;0;3
22084262;0;4
31688659;0;3
7091248;0;2
31379576;0;2
4595976;0;2
24094733;0;7
2605259;0;3
39050897;0;2
36977916;0;2
36530474;0;2
21226834;0;4
36017024;0;3
33901642;0;2
17224024;0;4
44247118;0;2
33076987;0;2
26943454;0;2
34111576;0;7
31473295;0;2
10204502;0;2
32295249;0;3
916070;0;2
38533968;0;3
24438218;0;6
40453430;0;3
7082643;0;2
38742394;0;2
36619816;0;5
26937551;0;2
21142019;0;5
35768254;0;6
15167794;0;3
33774487;0;4
646878;0;2
35471955;0;3
30250967;0;4
23946474;0;4
39261630;0;2
39002877;0;4
19857272;0;3
31816167;0;2
6483887;0;5
39700015;0;2
28976391;0;4
33484927;0;3
29587679;0;4
20932397;0;2
23459881;0;2
42986334;0;2
37395654;0;2
13651791;0;2
36612050;0;4
43592496;0;2
33595112;0;2
3423301;0;3
22704418;0;5
43545916;0;2
15087070;0;3
26796319;0;4
43707129;0;5
34233928;0;2
17431831;0;3
33121573;0;6
19697224;0;2
42624892;0;3
16319289;0;4
29298666;0;2
15461080;0;13
26328944;0;3
44036743;0;2
34049436;0;2
34826651;0;2
4824412;0;4
34129510;0;2
28063876;0;2
8204401;0;3
39890324;0;4
8031043;0;5
29857204;0;3
25266161;0;2
22559335;0;5
35131955;0;3
43811358;0;2
31973107;0;10
42336947;0;3
16558194;0;5
35315614;0;2
7471859;0;2
25030928;0;4
34838198;0;3
20905717;0;2
32192167;0;3
13863516;0;2
37951566;0;2
3352630;0;4
18447464;0;4
3796619;0;9
34086650;0;2
26314477;0;2
32020078;0;4
15944287;0;2
13739014;0;3
25095831;0;4
27713120;0;2
39088723;0;3
14956100;0;3
15769799;0;2
17425853;0;4
32683028;0;5
39451115;0;2
10506023;0;4
25303309;0;2
41797601;0;2
5952984;0;4
6626847;0;8
17460865;0;3
23425160;0;4
36140536;0;3
43152349;0;5
14839318;0;3
42100834;0;2
12977460;0;4
5254929;0;3
18560372;0;5
44095400;0;2
31123497;0;6
31897620;0;2
34122904;0;2
17640329;0;2
684156;0;3
25632831;0;4
13263345;0;4
23225665;0;4
34788140;0;4
39470390;0;3
9217140;0;2
6760684;0;2
44479778;0;3
18273045;0;2
35614112;0;2
19213623;0;4
43054688;0;3
22004725;0;3
17933646;0;2
30296628;0;6
23643829;0;3
9746596;0;2
5093079;0;3
43626629;0;4
10055775;0;2
2337537;0;3
44363640;0;5
34768971;0;2
40263828;0;5
4225389;0;8
30182302;0;2
37716999;0;2
11219315;0;2
35919945;0;6
7043225;0;5
33813748;0;3
18882050;0;3
29527339;0;7
9926556;0;2
26745584;0;2
40692704;0;6
23224305;0;4
2501882;0;2
27451022;0;4
29774793;0;7
20303126;0;3
29504467;0;4
39201318;0;2
23222927;0;6
15282772;0;4
36215968;0;2
10860194;0;2
6537320;0;2
20068460;0;3
5884674;0;3
17438815;0;2
2832919;0;7
30599514;0;4
44197026;0;2
12759390;0;11
38367928;0;2
30696331;0;3
33472882;0;2
5577716;0;2
23949794;0;6
16152134;0;2
30612148;0;6
44219822;0;3
41464064;0;2
18484907;0;6
30210507;0;8
33904361;0;2
15956051;0;3
38130028;0;2
21731443;0;4
15513253;0;3
43484122;0;2
14801670;0;4
22426481;0;3
33817815;0;2
30307369;0;2
39982601;0;2
25098121;0;2
16909147;0;2
11765046;0;2
17059647;0;4
24860446;0;2
40039436;0;3
10381975;0;6
10679462;0;2
27143585;0;2
22322399;0;2
43750498;0;2
18276636;0;3
23355122;0;3
23890430;0;5
37691020;0;4
22055047;0;2
36082771;0;4
35855193;0;3
36827521;0;2
19523370;0;2
21325530;0;6
29074375;0;4
21376893;0;3
43227947;0;2
10401935;0;2
42251234;0;5
40433160;0;4
33296634;0;2
33173454;0;3
23463578;0;5
20250433;0;6
22311050;0;3
15571726;0;3
37025459;0;2
44436104;0;7
24497004;0;3
41292793;0;4
19660473;0;2
25045721;0;9
42444874;0;4
10143625;0;3
10486954;0;4
13530340;0;10
29324525;0;6
8242977;0;3
40810750;0;3
2752526;0;2
21337586;0;4
29443844;0;3
24185110;0;3
41097877;0;4
29140576;0;8
41766566;0;2
13879813;0;2
39714070;0;3
40572244;0;5
1636897;0;4
19011156;0;2
30231980;0;3
13095974;0;11
8106766;0;6
42424543;0;4
28353196;0;4
10646354;0;2
35579842;0;8
