postId;postHistoryId;localId;blockTypeId;possiblePredOrSuccLocalIds;numberOfPossibleSuccessorsOrPredecessors
41464064;135203389;3;1;[3, 7];2
41679123;136106309;3;1;[3, 7];2
42336947;138794997;6;2;[6, 8];2
42336947;138796435;6;2;[6, 8];2
42336947;138796435;8;2;[6, 8];2
42336947;138824464;6;2;[6, 8];2
42336947;138824464;8;2;[6, 8];2
42608016;139884869;3;2;[3, 6];2
42926438;141155667;9;1;[7, 15];2
43227947;142363421;3;2;[3, 6];2
43829607;144814279;3;2;[3, 6];2
43829607;144814279;6;2;[3, 6];2
43829607;144816941;3;2;[3, 6];2
43829607;144816941;6;2;[3, 6];2
44095400;145873356;2;2;[2, 6];2
44095400;145873356;8;2;[2, 6];2
44095400;145964146;2;2;[2, 8];2
44095400;145964146;6;2;[2, 8];2
916070;1773387;3;1;[3, 5];2
916070;1773387;5;1;[3, 5];2
916070;1776857;3;1;[3, 5];2
916070;1776857;5;1;[3, 5];2
2605259;5341875;3;1;[3, 7];2
2605259;5341875;4;2;[4, 8];2
2605259;5341875;7;1;[3, 7];2
2605259;5341875;8;2;[4, 8];2
2605259;5342171;3;1;[3, 7];2
2605259;5342171;4;2;[4, 8];2
2605259;5342171;7;1;[3, 7];2
2605259;5342171;8;2;[4, 8];2
3352630;6970116;2;2;[2, 4];2
3352630;6970116;4;2;[2, 4];2
3352630;6970235;2;2;[2, 4];2
3352630;6970235;4;2;[2, 4];2
3352630;42630604;4;2;[2, 4];2
7070959;15520309;2;1;[2, 6];2
7070959;15522001;2;1;[2, 6];2
7070959;15522001;6;1;[2, 6];2
7070959;15522313;2;1;[2, 6];2
7070959;15522313;6;1;[2, 6];2
7471859;16506091;2;2;[2, 8];2
7471859;16506091;8;2;[2, 8];2
7471859;16506451;2;2;[2, 8];2
7471859;16506451;8;2;[2, 8];2
8031043;17876863;4;2;[4, 6];2
8031043;17876863;6;2;[4, 6];2
8031043;17876927;4;2;[4, 6];2
8031043;17876927;6;2;[4, 6];2
8031043;17876927;4;2;[4, 6];2
8031043;17876927;6;2;[4, 6];2
8031043;17877100;4;2;[4, 6];2
8031043;17877100;6;2;[4, 6];2
8031043;17877100;4;2;[4, 6];2
8031043;17877100;6;2;[4, 6];2
8031043;17877194;4;2;[4, 6];2
8031043;17877194;6;2;[4, 6];2
8031043;17877194;4;2;[4, 6];2
8031043;17877194;6;2;[4, 6];2
8031043;146167428;4;2;[4, 6];2
8031043;146167428;6;2;[4, 6];2
11164767;25892873;2;2;[2, 8];2
11164767;25892873;8;2;[2, 8];2
11164767;25894314;2;2;[2, 8];2
11164767;25894314;8;2;[2, 8];2
11164767;25894314;2;2;[2, 8];2
11164767;25894314;8;2;[2, 8];2
11164767;25905781;2;2;[2, 8];2
11164767;25905781;8;2;[2, 8];2
11164767;25905781;2;2;[2, 8];2
11164767;25905781;8;2;[2, 8];2
11164767;25905896;2;2;[2, 8];2
11164767;25905896;8;2;[2, 8];2
13050478;30918064;8;2;[8, 16];2
13050478;30918064;16;2;[8, 16];2
13050478;30918346;8;2;[8, 16];2
13050478;30918346;16;2;[8, 16];2
13050478;30918346;8;2;[8, 16];2
13050478;30918346;16;2;[8, 16];2
13050478;146311591;8;2;[8, 16];2
13050478;146311591;16;2;[8, 16];2
13064858;30956660;3;1;[5, 9];2
13064858;30956660;5;1;[3, 7, 11];3
13064858;30956660;7;1;[5, 9];2
13064858;30956660;9;1;[3, 7, 11];3
13064858;30957584;3;1;[5, 9];2
13064858;30957584;5;1;[3, 7];2
13064858;30957584;7;1;[5, 9];2
13064858;30957584;9;1;[3, 7];2
13064858;30957584;11;1;[5, 9];2
13064858;30957584;3;1;[3, 7, 11];3
13064858;30957584;5;1;[5, 9];2
13064858;30957584;7;1;[3, 7, 11];3
13064858;30957584;9;1;[5, 9];2
13064858;30957584;11;1;[3, 7, 11];3
13064858;30957881;3;1;[3, 7, 11];3
13064858;30957881;5;1;[5, 9];2
13064858;30957881;7;1;[3, 7, 11];3
13064858;30957881;9;1;[5, 9];2
13064858;30957881;11;1;[3, 7, 11];3
14527831;35006010;4;2;[4, 6];2
14527831;35006010;6;2;[4, 6];2
14527831;35006128;4;2;[4, 6];2
14527831;35006128;6;2;[4, 6];2
14795271;35751584;3;1;[3, 9];2
15513253;37766200;5;1;[5, 9];2
16056955;39250918;2;2;[2, 4];2
17640329;43683469;3;1;[3, 7];2
17933646;44500192;2;2;[2, 6];2
17933646;44500192;6;2;[2, 6];2
17933646;44500487;2;2;[2, 6];2
17933646;44500487;6;2;[2, 6];2
19599842;50118488;2;1;[2, 4];2
19599842;50118488;4;1;[2, 4];2
19599842;50118813;2;1;[2, 4];2
19599842;50118813;4;1;[2, 4];2
19599842;50118813;2;1;[2, 4];2
19599842;50118813;4;1;[2, 4];2
19599842;50119095;2;1;[2, 4];2
19599842;50119095;4;1;[2, 4];2
19599842;50119095;2;1;[2, 4];2
19599842;50119095;4;1;[2, 4];2
19599842;50119385;2;1;[2, 4];2
19599842;50119385;4;1;[2, 4];2
19599842;50119385;2;1;[2, 4];2
19599842;50119385;4;1;[2, 4];2
19599842;50120154;2;1;[2, 4];2
19599842;50120154;4;1;[2, 4];2
19599842;50120154;2;1;[2, 4];2
19599842;50120154;4;1;[2, 4];2
19599842;50121549;2;1;[2, 4];2
19599842;50121549;4;1;[2, 4];2
19857272;51048304;7;1;[7, 11];2
20068460;51792232;5;1;[5, 11];2
21142019;55709575;3;1;[3, 7];2
21142019;81516611;3;1;[3, 7];2
21142019;81516611;7;1;[3, 7];2
21142019;81517862;3;1;[3, 7];2
21142019;81517862;7;1;[3, 7];2
21142019;81517862;3;1;[3, 7];2
21142019;81517862;7;1;[3, 7];2
21142019;97270234;3;1;[3, 7];2
21142019;97270234;7;1;[3, 7];2
21337586;56446112;5;1;[5, 9];2
22139760;59384984;1;1;[1, 3];2
22139760;59384984;2;2;[2, 4];2
22322399;60078095;2;2;[2, 4];2
22322399;60078095;4;2;[2, 4];2
22322399;60078661;2;2;[2, 4];2
22322399;60078661;4;2;[2, 4];2
22672444;61382744;2;2;[2, 3];2
23949794;66347035;2;2;[2, 8];2
24438218;68186207;7;1;[3, 7];2
24438218;68255836;3;1;[3, 7];2
24438218;68255836;7;1;[3, 7];2
24438218;68284973;3;1;[3, 7];2
24438218;68284973;7;1;[3, 7];2
24438218;68284973;3;1;[3, 7, 11];3
24438218;68284973;7;1;[3, 7, 11];3
24438218;68300975;3;1;[3, 7];2
24438218;68300975;7;1;[3, 7];2
24438218;68300975;11;1;[3, 7];2
27271962;78978358;2;2;[2, 8];2
27271962;78978358;8;2;[2, 8];2
27271962;78987758;2;2;[2, 8];2
27271962;78987758;8;2;[2, 8];2
27746102;80815769;2;2;[3, 7];2
27746102;80816711;3;2;[3, 7];2
27746102;80816711;7;2;[3, 7];2
27746102;80816971;3;2;[3, 7];2
27746102;80816971;7;2;[3, 7];2
30760750;92520818;2;2;[2, 8];2
30760750;92524814;2;2;[2, 8];2
30760750;92524814;8;2;[2, 8];2
30760750;92529178;2;2;[2, 8];2
30760750;92529178;8;2;[2, 8];2
31123497;93948652;5;1;[5, 11];2
31123497;93949174;5;1;[5, 11];2
31123497;93949174;11;1;[5, 11];2
31123497;93958879;5;1;[5, 11];2
31123497;93958879;11;1;[5, 11];2
31123497;93958879;5;1;[5, 11];2
31123497;93958879;11;1;[5, 11];2
31123497;147194478;5;1;[5, 11];2
31123497;147194478;11;1;[5, 11];2
32192167;98130787;3;1;[3, 5];2
32192167;98130787;5;1;[3, 5];2
32192167;98132079;3;1;[3, 5];2
32192167;98132079;5;1;[3, 5];2
32288552;98508182;3;1;[3, 7];2
32295249;98536283;2;2;[2, 6];2
32295249;98536283;3;2;[3, 7];2
32295249;98536283;6;2;[2, 6];2
32295249;98536283;7;2;[3, 7];2
32295249;146348942;2;2;[2, 6];2
32295249;146348942;3;2;[3, 7];2
32295249;146348942;6;2;[2, 6];2
32295249;146348942;7;2;[3, 7];2
33096802;101694096;5;2;[1, 5];2
33858028;104714657;8;2;[8, 10];2
33904361;104896583;3;1;[3, 5];2
33904361;104896583;5;1;[3, 5];2
33904361;104897085;3;1;[3, 5];2
33904361;104897085;5;1;[3, 5];2
34146907;105868523;4;2;[4, 6];2
34146907;105868523;6;2;[4, 6];2
34146907;105869683;4;2;[4, 6];2
34146907;105869683;6;2;[4, 6];2
34146907;105869683;4;2;[4, 10];2
34146907;105869683;6;2;[4, 10];2
34146907;105871452;4;2;[4, 6];2
34146907;105871452;10;2;[4, 6];2
34668365;107955982;6;2;[3, 6];2
35919945;112901218;9;1;[9, 13];2
35919945;112901218;13;1;[9, 13];2
35919945;112901834;9;1;[9, 13];2
35919945;112901834;13;1;[9, 13];2
35919945;112901834;9;1;[9, 13];2
35919945;112901834;13;1;[9, 13];2
35919945;112902432;9;1;[9, 13];2
35919945;112902432;13;1;[9, 13];2
36082771;113550487;2;2;[2, 6];2
36082771;113550487;3;1;[3, 7];2
36082771;113550487;4;2;[4, 8];2
38708021;123959432;2;2;[2, 5];2
38708021;123959432;5;2;[2, 5];2
38708021;123960187;2;2;[2, 5];2
38708021;123960187;5;2;[2, 5];2
38992462;125209468;3;1;[3, 7];2
38992462;125209468;7;1;[3, 7];2
38992462;125219584;3;1;[3, 7];2
38992462;125219584;7;1;[3, 7];2
38992462;125219584;3;1;[3, 7];2
38992462;125219584;7;1;[3, 7];2
38992462;125219621;3;1;[3, 7];2
38992462;125219621;7;1;[3, 7];2
39890324;128676075;5;1;[5, 11];2
39890324;128683915;5;1;[5, 11];2
39890324;128683915;11;1;[5, 11];2
39890324;146843576;5;1;[5, 11];2
39890324;146843576;11;1;[5, 11];2
39982601;129055672;4;2;[4, 12];2
39982601;129055672;6;2;[6, 14];2
40039436;129287958;8;2;[2, 6];2
40754811;132201403;7;1;[7, 9, 11];3
40754811;132201403;9;1;[7, 9, 11];3
40754811;132201403;11;1;[7, 9, 11];3
40754811;132202061;7;1;[7, 9, 11];3
40754811;132202061;9;1;[7, 9, 11];3
40754811;132202061;11;1;[7, 9, 11];3
40754811;132202061;7;1;[7, 9, 11];3
40754811;132202061;9;1;[7, 9, 11];3
40754811;132202061;11;1;[7, 9, 11];3
40754811;132203158;7;1;[7, 9, 11];3
40754811;132203158;9;1;[7, 9, 11];3
40754811;132203158;11;1;[7, 9, 11];3
40754811;132203158;7;1;[7, 9, 11];3
40754811;132203158;9;1;[7, 9, 11];3
40754811;132203158;11;1;[7, 9, 11];3
40754811;132234876;7;1;[7, 9, 11];3
40754811;132234876;9;1;[7, 9, 11];3
40754811;132234876;11;1;[7, 9, 11];3
41158903;133898524;3;2;[3, 6];2
41158903;133899203;3;2;[3, 6];2
41158903;133899203;6;2;[3, 6];2
41158903;133899454;3;2;[3, 6];2
41158903;133899454;6;2;[3, 6];2
41158903;133899454;3;2;[3, 6];2
41158903;133899454;6;2;[3, 6];2
41158903;133899717;3;2;[3, 6];2
41158903;133899717;6;2;[3, 6];2
41158903;133899717;3;2;[3, 6];2
41158903;133899717;6;2;[3, 6];2
41158903;133900341;3;2;[3, 6];2
41158903;133900341;6;2;[3, 6];2
41158903;133900341;3;2;[7, 10];2
41158903;133900341;6;2;[7, 10];2
41158903;133900812;7;2;[3, 6];2
41158903;133900812;10;2;[3, 6];2
41158903;133900812;7;2;[7, 10];2
41158903;133900812;10;2;[7, 10];2
41158903;133901142;7;2;[7, 10];2
41158903;133901142;10;2;[7, 10];2
41797601;136595629;7;1;[3, 7];2
42100834;137829588;4;2;[4, 6];2
42864506;140905463;8;2;[8, 14];2
42864506;140908246;8;2;[8, 14];2
42864506;140908246;14;2;[8, 14];2
42864506;141029726;8;2;[8, 14];2
42864506;141029726;14;2;[8, 14];2
43647329;144077629;5;1;[5, 9];2
43647329;144077629;9;1;[5, 9];2
43647329;144077756;5;1;[5, 9];2
43647329;144077756;9;1;[5, 9];2
43647329;144077756;4;2;[4, 8];2
43647329;144077756;5;1;[5, 9];2
43647329;144077756;9;1;[5, 9];2
43647329;144077800;5;1;[5, 9];2
43647329;144077800;9;1;[5, 9];2
43647329;144077800;4;2;[4, 8];2
43647329;144077800;5;1;[5, 9];2
43647329;144077800;8;2;[4, 8];2
43647329;144077800;9;1;[5, 9];2
43647329;144077910;4;2;[4, 8];2
43647329;144077910;5;1;[5, 9];2
43647329;144077910;8;2;[4, 8];2
43647329;144077910;9;1;[5, 9];2
44479778;149092185;3;1;[3, 7];2
44479778;149092394;3;1;[3, 7];2
44479778;149092394;7;1;[3, 7];2
44479778;149092471;3;1;[3, 7];2
44479778;149092471;7;1;[3, 7];2
1532653;3043534;5;1;[3, 5, 7];3
1532653;3043534;7;1;[3, 5, 7];3
1532653;3043534;9;1;[3, 5, 7];3
1532653;3043563;3;1;[5, 7, 9];3
1532653;3043563;5;1;[5, 7, 9];3
1532653;3043563;7;1;[5, 7, 9];3
1636897;3264187;5;1;[5, 7];2
1636897;3264187;7;1;[5, 7];2
1636897;3264332;5;1;[5, 7];2
1636897;3264332;7;1;[5, 7];2
1636897;3264332;5;1;[5, 7];2
1636897;3264332;7;1;[5, 7];2
1636897;3265631;5;1;[5, 7];2
1636897;3265631;7;1;[5, 7];2
1636897;3265631;5;1;[5, 7];2
1636897;3265631;7;1;[5, 7];2
1636897;3266123;5;1;[5, 7];2
1636897;3266123;7;1;[5, 7];2
3442770;7170562;6;2;[6, 10];2
3442770;7170562;10;2;[6, 10];2
3442770;7170929;6;2;[6, 10];2
3442770;7170929;10;2;[6, 10];2
4225389;8900182;5;1;[5, 7];2
4225389;8900182;7;1;[5, 7];2
4225389;8900308;5;1;[5, 7];2
4225389;8900308;7;1;[5, 7];2
4225389;8900308;5;1;[5, 7];2
4225389;8900308;7;1;[5, 7];2
4225389;8900408;5;1;[5, 7];2
4225389;8900408;7;1;[5, 7];2
4225389;8900408;5;1;[5, 7];2
4225389;8900408;7;1;[5, 7];2
4225389;8900586;5;1;[5, 7];2
4225389;8900586;7;1;[5, 7];2
4225389;8900586;5;1;[5, 7];2
4225389;8900586;7;1;[5, 7];2
4225389;8900790;5;1;[5, 7];2
4225389;8900790;7;1;[5, 7];2
5952984;12859264;4;2;[4, 8];2
8242977;18418863;3;1;[3, 7];2
8242977;18419802;3;1;[3, 7];2
8242977;18419802;7;1;[3, 7];2
8242977;18420441;3;1;[3, 7];2
8242977;18420441;7;1;[3, 7];2
10271192;23571850;5;1;[5, 9, 13];3
10271192;23571850;9;1;[5, 9, 13];3
10271192;23571850;13;1;[5, 9, 13];3
10271192;115481582;5;1;[5, 9, 13];3
10271192;115481582;9;1;[5, 9, 13];3
10271192;115481582;13;1;[5, 9, 13];3
10860194;25095674;2;2;[2, 6];2
11765046;27475667;3;1;[3, 7];2
12977460;30718825;3;1;[3, 7];2
12977460;30718825;7;1;[3, 7];2
12977460;30719118;3;1;[3, 7];2
12977460;30719118;7;1;[3, 7];2
13095974;31044011;3;1;[3, 7];2
13095974;31047154;3;1;[3, 7];2
13095974;31047154;7;1;[3, 7];2
13095974;31047263;3;1;[3, 7];2
13095974;31047263;7;1;[3, 7];2
13095974;31047263;3;1;[3, 7];2
13095974;31047263;7;1;[3, 7];2
13095974;31057328;3;1;[3, 7];2
13095974;31057328;7;1;[3, 7];2
13095974;31057328;3;1;[3, 7];2
13095974;31057328;7;1;[3, 7];2
13095974;31057613;3;1;[3, 7];2
13095974;31057613;7;1;[3, 7];2
13095974;31057613;3;1;[3, 7];2
13095974;31057613;7;1;[3, 7];2
13095974;31057815;3;1;[3, 7];2
13095974;31057815;7;1;[3, 7];2
13095974;31057815;3;1;[3, 7];2
13095974;31057815;7;1;[3, 7];2
13095974;31057976;3;1;[3, 7];2
13095974;31057976;7;1;[3, 7];2
13095974;31057976;3;1;[3, 7, 11];3
13095974;31057976;4;2;[4, 12];2
13095974;31057976;7;1;[3, 7, 11];3
13095974;31066943;3;1;[3, 7];2
13095974;31066943;7;1;[3, 7];2
13095974;31066943;11;1;[3, 7];2
13095974;31066943;3;1;[3, 7, 11];3
13095974;31066943;4;2;[4, 12];2
13095974;31066943;7;1;[3, 7, 11];3
13095974;31066943;11;1;[3, 7, 11];3
13095974;31066943;12;2;[4, 12];2
13095974;38861112;3;1;[3, 7, 11];3
13095974;38861112;4;2;[4, 12];2
13095974;38861112;7;1;[3, 7, 11];3
13095974;38861112;11;1;[3, 7, 11];3
13095974;38861112;12;2;[4, 12];2
14798091;35759493;2;2;[2, 4];2
14798091;35759493;4;2;[2, 4];2
14798091;35761058;2;2;[2, 4];2
14798091;35761058;4;2;[2, 4];2
14956100;36189435;3;1;[3, 7, 11, 19];4
14956100;36189435;7;1;[3, 7, 11, 19];4
14956100;36189435;11;1;[3, 7, 11, 19];4
14956100;36189435;19;1;[3, 7, 11, 19];4
14956100;67429584;3;1;[3, 7, 11, 19];4
14956100;67429584;7;1;[3, 7, 11, 19];4
14956100;67429584;11;1;[3, 7, 11, 19];4
14956100;67429584;19;1;[3, 7, 11, 19];4
14956100;67429584;3;1;[3, 7, 11, 19];4
14956100;67429584;7;1;[3, 7, 11, 19];4
14956100;67429584;11;1;[3, 7, 11, 19];4
14956100;67429584;19;1;[3, 7, 11, 19];4
14956100;118115091;3;1;[3, 7, 11, 19];4
14956100;118115091;7;1;[3, 7, 11, 19];4
14956100;118115091;11;1;[3, 7, 11, 19];4
14956100;118115091;19;1;[3, 7, 11, 19];4
15087070;36555464;14;2;[6, 16];2
17460865;43148265;2;2;[2, 8];2
17460865;43249969;2;2;[2, 8];2
17460865;43249969;8;2;[2, 8];2
17460865;43250161;2;2;[2, 8];2
17460865;43250161;8;2;[2, 8];2
18194389;45299974;5;1;[5, 9];2
20932397;54942780;3;1;[3, 7];2
20932397;54942780;7;1;[3, 7];2
20932397;54942989;3;1;[3, 7];2
20932397;54942989;7;1;[3, 7];2
21813706;58168210;3;1;[3, 7];2
21813706;58168210;7;1;[3, 7];2
21813706;58169014;3;1;[3, 7];2
21813706;58169014;7;1;[3, 7];2
21863923;58353868;7;1;[7, 11];2
21863923;58353868;11;1;[7, 11];2
21863923;58355964;7;1;[7, 11];2
21863923;58355964;11;1;[7, 11];2
21863923;58355964;7;1;[7, 11];2
21863923;58355964;11;1;[7, 11];2
21863923;146233279;7;1;[7, 11];2
21863923;146233279;11;1;[7, 11];2
22311050;60035266;7;1;[7, 11];2
22311050;60035754;7;1;[7, 11, 15];3
22311050;60035754;11;1;[7, 11, 15];3
22311050;60037497;7;1;[7, 11];2
22311050;60037497;11;1;[7, 11];2
22311050;60037497;15;1;[7, 11];2
22426481;60462236;2;1;[2, 4];2
22426481;60462530;2;1;[2, 4, 6];3
22426481;60462530;4;1;[2, 4, 6];3
22426481;60477232;2;1;[2, 4];2
22426481;60477232;4;1;[2, 4];2
22426481;60477232;6;1;[2, 4];2
24185110;67145947;2;2;[2, 4];2
24185110;67145947;4;2;[2, 4];2
24185110;67147874;2;2;[2, 4];2
24185110;67147874;4;2;[2, 4];2
24185110;67228666;2;2;[2, 4];2
25781981;73276282;5;1;[5, 17];2
25781981;73276282;6;2;[6, 14];2
25781981;73276994;5;1;[5, 17];2
25781981;73276994;17;1;[5, 17];2
25781981;73277699;5;1;[5, 17];2
25781981;73277699;17;1;[5, 17];2
29021737;85719899;2;2;[2, 6];2
29021737;85719899;3;1;[3, 7];2
29021737;85719899;6;2;[2, 6];2
29021737;85719899;7;1;[3, 7];2
29021737;85721377;2;2;[2, 6];2
29021737;85721377;3;1;[3, 7];2
29021737;85721377;6;2;[2, 6];2
29021737;85721377;7;1;[3, 7];2
29074375;85932744;4;2;[4, 6];2
29074375;85932744;6;2;[4, 6];2
29074375;85932744;7;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;9;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;11;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;13;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;15;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;17;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932744;19;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;4;2;[4, 6];2
29074375;85932953;6;2;[4, 6];2
29074375;85932953;7;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;9;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;11;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;13;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;15;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;17;1;[7, 9, 11, 13, 15, 17, 19];7
29074375;85932953;19;1;[7, 9, 11, 13, 15, 17, 19];7
29857204;89158858;4;2;[4, 6];2
29857204;89158858;6;2;[4, 6];2
29857204;89164154;4;2;[4, 6];2
29857204;89164154;6;2;[4, 6];2
30992234;93432480;2;2;[2, 14];2
30992234;93432480;3;1;[3, 7, 11, 19];4
30992234;93432480;4;2;[4, 20];2
30992234;93432480;5;1;[5, 15];2
30992234;93432480;6;2;[6, 16];2
30992234;93432480;7;1;[3, 7, 11, 19];4
30992234;93432480;8;2;[8, 22];2
30992234;93432480;9;1;[9, 17];2
30992234;93432480;10;2;[10, 18];2
30992234;93432480;11;1;[3, 7, 11, 19];4
30992234;93432480;12;2;[12, 24];2
30992234;93432480;14;2;[2, 14];2
30992234;93432480;15;1;[5, 15];2
30992234;93432480;16;2;[6, 16];2
30992234;93432480;17;1;[9, 17];2
30992234;93432480;18;2;[10, 18];2
30992234;93432480;19;1;[3, 7, 11, 19];4
30992234;93432480;20;2;[4, 20];2
30992234;93432480;22;2;[8, 22];2
30992234;93432480;24;2;[12, 24];2
30992234;93432631;2;2;[2, 14];2
30992234;93432631;3;1;[3, 7, 11, 19];4
30992234;93432631;4;2;[4, 20];2
30992234;93432631;5;1;[5, 15];2
30992234;93432631;6;2;[6, 16];2
30992234;93432631;7;1;[3, 7, 11, 19];4
30992234;93432631;8;2;[8, 22];2
30992234;93432631;9;1;[9, 17];2
30992234;93432631;10;2;[10, 18];2
30992234;93432631;11;1;[3, 7, 11, 19];4
30992234;93432631;12;2;[12, 24];2
30992234;93432631;14;2;[2, 14];2
30992234;93432631;15;1;[5, 15];2
30992234;93432631;16;2;[6, 16];2
30992234;93432631;17;1;[9, 17];2
30992234;93432631;18;2;[10, 18];2
30992234;93432631;19;1;[3, 7, 11, 19];4
30992234;93432631;20;2;[4, 20];2
30992234;93432631;22;2;[8, 22];2
30992234;93432631;24;2;[12, 24];2
31357791;94866475;2;2;[2, 6];2
31357791;94866475;6;2;[2, 6];2
31357791;94867474;2;2;[2, 6];2
31357791;94867474;6;2;[2, 6];2
33121573;101786756;3;2;[3, 6];2
33121573;101813376;3;2;[3, 6];2
33121573;101813376;6;2;[3, 6];2
33121573;101816315;3;2;[3, 6];2
33121573;101816315;6;2;[3, 6];2
33121573;101816315;3;2;[3, 6];2
33121573;101816315;6;2;[3, 6];2
33121573;101871726;3;2;[3, 6];2
33121573;101871726;6;2;[3, 6];2
33296634;102471115;4;2;[4, 6];2
33296634;102471115;6;2;[4, 6];2
33296634;102510830;4;2;[4, 6];2
33296634;102510830;6;2;[4, 6];2
33817815;104544766;2;2;[2, 10];2
33817815;104544766;3;1;[3, 7, 11];3
33817815;104544766;4;2;[4, 8];2
33817815;104544766;7;1;[3, 7, 11];3
33817815;104544766;8;2;[4, 8];2
33817815;104544766;10;2;[2, 10];2
33817815;104544766;11;1;[3, 7, 11];3
33817815;104557768;2;2;[2, 10];2
33817815;104557768;3;1;[3, 7, 11];3
33817815;104557768;4;2;[4, 8];2
33817815;104557768;7;1;[3, 7, 11];3
33817815;104557768;8;2;[4, 8];2
33817815;104557768;10;2;[2, 10];2
33817815;104557768;11;1;[3, 7, 11];3
34055064;121537221;4;2;[4, 6];2
34939637;109027936;4;2;[4, 8];2
34939637;109060283;4;2;[4, 8];2
34939637;109060283;8;2;[4, 8];2
34939637;109061789;4;2;[4, 8];2
34939637;109061789;8;2;[4, 8];2
34939637;109061789;4;2;[4, 8];2
34939637;109061789;8;2;[4, 8];2
34939637;109062942;4;2;[4, 8];2
34939637;109062942;8;2;[4, 8];2
34939637;109062942;4;2;[4, 8];2
34939637;109062942;7;1;[7, 11, 15];3
34939637;109062942;8;2;[4, 8];2
34939637;109067051;4;2;[4, 8];2
34939637;109067051;8;2;[4, 8];2
34939637;109067051;4;2;[4, 8];2
34939637;109067051;7;1;[7, 11, 15];3
34939637;109067051;8;2;[4, 8];2
34939637;109067051;11;1;[7, 11, 15];3
34939637;109067051;12;2;[12, 16];2
34939637;109067051;15;1;[7, 11, 15];3
34939637;109067051;16;2;[12, 16];2
34939637;109067498;4;2;[4, 8];2
34939637;109067498;7;1;[7, 11, 15];3
34939637;109067498;8;2;[4, 8];2
34939637;109067498;11;1;[7, 11, 15];3
34939637;109067498;12;2;[12, 16];2
34939637;109067498;15;1;[7, 11, 15];3
34939637;109067498;16;2;[12, 16];2
34939637;109067498;4;2;[4, 8];2
34939637;109067498;7;1;[7, 11, 15];3
34939637;109067498;8;2;[4, 8];2
34939637;109067498;11;1;[7, 11, 15];3
34939637;109067498;12;2;[12, 16];2
34939637;109067498;15;1;[7, 11, 15];3
34939637;109067498;16;2;[12, 16];2
34939637;109067999;4;2;[4, 8];2
34939637;109067999;7;1;[7, 11, 15];3
34939637;109067999;8;2;[4, 8];2
34939637;109067999;11;1;[7, 11, 15];3
34939637;109067999;12;2;[12, 16];2
34939637;109067999;15;1;[7, 11, 15];3
34939637;109067999;16;2;[12, 16];2
34939637;109067999;4;2;[4, 8];2
34939637;109067999;7;1;[7, 11, 15];3
34939637;109067999;8;2;[4, 8];2
34939637;109067999;11;1;[7, 11, 15];3
34939637;109067999;12;2;[12, 16];2
34939637;109067999;15;1;[7, 11, 15];3
34939637;109067999;16;2;[12, 16];2
34939637;109072416;4;2;[4, 8];2
34939637;109072416;7;1;[7, 11, 15];3
34939637;109072416;8;2;[4, 8];2
34939637;109072416;11;1;[7, 11, 15];3
34939637;109072416;12;2;[12, 16];2
34939637;109072416;15;1;[7, 11, 15];3
34939637;109072416;16;2;[12, 16];2
34939637;109072416;4;2;[4, 8];2
34939637;109072416;7;1;[7, 11, 15, 19];4
34939637;109072416;8;2;[4, 8];2
34939637;109072416;11;1;[7, 11, 15, 19];4
34939637;109072416;12;2;[12, 16];2
34939637;109072416;15;1;[7, 11, 15, 19];4
34939637;109072416;16;2;[12, 16];2
34939637;109073889;4;2;[4, 8];2
34939637;109073889;7;1;[7, 11, 15];3
34939637;109073889;8;2;[4, 8];2
34939637;109073889;11;1;[7, 11, 15];3
34939637;109073889;12;2;[12, 16];2
34939637;109073889;15;1;[7, 11, 15];3
34939637;109073889;16;2;[12, 16];2
34939637;109073889;19;1;[7, 11, 15];3
34939637;109073889;4;2;[4, 8];2
34939637;109073889;7;1;[7, 11, 15, 19];4
34939637;109073889;8;2;[4, 8];2
34939637;109073889;11;1;[7, 11, 15, 19];4
34939637;109073889;12;2;[12, 16];2
34939637;109073889;15;1;[7, 11, 15, 19];4
34939637;109073889;16;2;[12, 16];2
34939637;109073889;19;1;[7, 11, 15, 19];4
34939637;109127709;4;2;[4, 8];2
34939637;109127709;7;1;[7, 11, 15, 19];4
34939637;109127709;8;2;[4, 8];2
34939637;109127709;11;1;[7, 11, 15, 19];4
34939637;109127709;12;2;[12, 16];2
34939637;109127709;15;1;[7, 11, 15, 19];4
34939637;109127709;16;2;[12, 16];2
34939637;109127709;19;1;[7, 11, 15, 19];4
35806433;112445133;7;1;[7, 13];2
35806433;112445133;9;1;[9, 15];2
35806433;112445133;13;1;[7, 13];2
35806433;112445133;15;1;[9, 15];2
35806433;112446385;7;1;[7, 13];2
