"PostId";"PostTypeId";"VersionCount"
4072;1;5
8567;2;2
21768;2;4
22674;1;2
29509;2;2
29840;2;2
30375;2;2
31551;1;3
46547;2;2
48003;2;2
50470;1;2
60055;2;2
63116;2;2
68156;1;2
73281;2;2
73514;2;2
74033;2;2
76300;1;2
81376;1;3
91394;2;2
99630;2;2
102677;2;2
120717;2;2
125856;2;3
143678;2;2
145824;2;2
149050;2;4
149327;2;2
174142;2;2
178405;2;2
184143;2;3
186907;2;6
211764;2;3
218962;2;3
229518;2;2
235345;1;2
241657;2;3
242608;1;2
243806;1;2
246343;2;2
249297;1;2
252109;2;2
253016;2;2
268625;1;2
271530;1;2
275401;2;3
281232;2;2
285255;2;4
286141;1;3
286959;1;2
290472;2;2
295680;2;3
302423;1;2
309618;1;4
312877;1;4
317944;1;2
333532;1;8
336377;2;2
345696;2;3
351369;2;2
353100;1;2
353364;2;2
354140;2;2
363878;2;2
371115;1;2
381311;2;2
382706;1;3
389870;2;2
392869;2;2
400104;2;2
408460;2;2
421579;2;4
423429;2;2
441835;2;2
447086;1;2
451049;2;3
454103;2;2
459055;2;7
460386;2;3
468145;1;2
470707;1;2
470858;2;2
481477;2;2
487281;2;4
489876;2;3
501227;1;2
506864;2;2
507053;2;2
514177;2;2
514186;2;2
514839;1;2
517027;2;4
518270;2;2
519916;1;2
520040;2;2
520043;1;3
522828;1;2
527564;2;4
535017;2;3
545226;2;2
545745;2;2
546714;2;2
548214;1;3
550055;2;2
553110;1;3
553144;2;3
557975;2;7
559984;1;2
573504;1;2
583819;2;4
585255;2;4
593251;2;2
600444;2;2
607121;2;2
609063;1;2
612447;2;4
626902;2;2
630285;1;2
632375;2;2
644245;2;2
658364;1;2
662275;2;2
664656;2;6
672823;2;2
680529;2;2
684156;2;3
697526;1;3
698189;2;2
699605;1;2
702168;1;2
711048;1;2
712870;1;3
720321;2;2
720743;2;2
724800;1;2
726603;2;3
728036;2;2
733124;1;2
735130;2;3
740528;2;5
751500;1;2
761750;1;4
780727;2;2
782922;2;3
793872;2;2
798442;1;2
807802;2;2
813508;2;2
817094;2;2
818689;2;2
846456;2;2
847581;1;2
859491;1;2
864610;2;2
885161;2;2
897432;1;2
901569;1;2
904920;1;2
907021;2;2
908879;1;2
910409;2;2
911240;1;2
914036;1;3
933422;1;2
941608;1;2
941803;2;2
944103;2;2
948563;2;2
949443;2;8
953570;2;2
959107;1;4
959437;1;2
960662;1;2
967230;2;2
970600;1;2
982333;1;4
985369;2;2
985727;1;2
987672;1;2
994550;2;4
994930;2;3
999298;2;2
1007021;2;2
1009154;1;2
1024706;2;3
1024910;1;2
1036212;1;3
1038716;2;4
1043164;1;2
1043229;2;2
1056953;2;2
1062949;2;2
1066649;2;2
1067411;2;2
1070825;2;2
1080594;2;2
1083270;1;2
1088234;2;3
1097752;2;3
1121766;2;2
1122612;1;2
1123656;1;2
1124845;2;3
1133303;1;2
1140875;2;5
1150739;1;2
1160778;2;2
1163411;2;3
1170257;1;2
1173963;1;3
1177487;1;4
1182377;1;2
1183578;2;2
1185938;2;2
1190330;1;2
1197304;2;2
1216343;2;2
1217507;2;3
1218834;1;3
1220200;2;2
1223790;2;2
1224730;2;2
1228001;2;2
1239814;2;2
1240409;2;2
1248058;1;2
1248832;2;3
1251508;1;3
1260850;2;2
1265944;2;4
1268243;2;2
1275700;1;2
1277893;2;2
1288383;2;4
1295441;2;4
1295523;2;2
1310687;1;2
1315303;1;2
1316739;2;2
1321818;2;2
1322674;2;2
1342777;2;2
1344845;2;2
1345575;1;2
1347990;2;2
1352534;2;2
1356365;2;2
1359184;1;3
1371027;2;2
1372166;1;2
1373761;2;3
1374804;1;3
1375634;2;2
1377058;1;2
1377216;1;2
1377504;2;3
1380378;1;4
1380897;2;2
1382456;2;3
1383714;1;2
1396075;1;2
1399205;2;2
1403109;2;3
1421849;2;3
1433635;2;3
1435281;1;2
1438245;2;2
1439082;1;3
1443592;1;2
1452625;1;3
1467257;1;2
1468259;1;7
1469410;1;2
1481327;2;2
1481495;2;2
1482903;2;2
1489328;2;2
1495553;1;2
1498939;2;3
