"PostId";"PostTypeId";"VersionCount"
938;2;2
2222;1;4
8567;2;2
17924;2;2
21288;1;2
24866;1;2
32687;2;3
36397;2;3
36829;2;2
56333;2;3
59694;2;2
61133;2;3
69005;1;2
85486;1;2
88537;2;2
90325;1;2
92986;2;2
93279;1;2
99576;2;2
100631;1;2
111529;1;3
112503;1;2
115530;1;3
126798;1;2
127062;2;2
133122;1;2
143156;1;2
145935;2;2
147796;2;2
148123;2;5
149964;1;2
151021;1;3
151753;2;2
155433;2;3
184020;2;3
187081;2;4
198249;2;2
200414;2;3
200912;1;6
202988;2;4
211229;2;2
224471;1;3
231518;2;2
235431;2;2
243255;2;3
255558;2;3
257460;2;3
264216;1;2
265746;2;2
267451;1;2
269658;2;2
277294;2;2
277480;1;2
283556;1;3
288974;2;2
292305;2;2
314898;2;3
322719;1;2
331092;2;3
344975;2;4
365111;2;3
374351;2;2
379153;2;6
383540;2;19
384972;2;2
385319;2;2
386882;2;3
392317;2;3
398007;2;3
400844;2;2
404980;2;2
408200;2;2
411756;1;2
414010;2;2
414264;1;4
414635;2;2
423693;1;4
430242;2;2
444709;1;2
453464;2;2
456411;2;4
468658;1;3
494676;2;2
494820;1;2
498636;1;2
504806;1;2
509749;1;2
518263;2;3
524449;2;7
524859;2;2
525529;2;2
525855;1;2
527989;2;5
531387;2;2
534407;2;2
535634;2;2
545415;2;3
548378;1;2
548811;2;2
554074;1;2
562834;1;2
567999;1;2
571886;2;2
577102;1;2
579807;2;2
581994;1;3
587305;1;4
588806;2;2
589067;1;3
591224;2;2
594443;1;2
595434;1;2
597693;2;2
597724;2;2
599682;1;2
600108;2;2
608117;1;5
608119;2;2
626606;1;2
629712;1;2
635892;2;2
641300;1;2
645815;1;3
665177;2;2
666646;2;2
671861;1;3
675566;2;2
677977;2;2
683182;2;2
686785;2;2
689716;2;3
694154;1;6
695586;1;3
710076;1;4
710082;2;2
710846;1;2
715915;1;5
717203;2;3
733721;1;9
745227;2;2
761978;1;2
771465;1;2
782282;2;2
784435;2;2
787739;1;2
793037;1;2
794621;2;2
797191;2;2
801808;1;2
802839;1;4
803055;1;2
809562;1;2
810553;2;2
823996;1;2
827847;1;2
838406;2;2
844684;1;2
862435;2;2
865249;2;2
866911;2;2
869061;2;3
871644;1;2
873103;2;3
877098;1;3
877530;1;8
877803;2;4
880190;2;3
896906;2;2
899204;1;2
904895;2;3
913864;2;2
917228;2;2
919539;1;2
929025;2;2
942716;1;4
945515;2;4
954869;2;4
955545;1;2
960081;1;2
963337;1;2
965039;2;2
965650;2;2
968258;2;2
970442;1;2
975882;2;2
982146;2;2
986494;2;2
986924;1;2
991802;2;2
1006622;2;2
1007367;1;2
1009367;1;2
1010440;2;2
1041053;1;2
1046332;1;2
1069940;2;3
1071429;1;2
1074392;2;2
1080901;2;2
1082044;2;2
1082660;1;3
1085058;1;2
1088160;1;2
1090008;2;2
1092255;1;4
1102435;2;2
1103672;2;2
1107797;2;2
1113627;1;2
1114130;1;2
1124739;2;3
1128935;2;2
1131187;2;2
1143321;2;2
1148092;2;4
1149069;2;2
1151288;1;2
1151466;2;2
1165967;1;2
1170420;2;2
1173002;2;2
1181202;2;2
1188335;1;2
1193483;1;2
1201007;2;2
1203189;2;2
1209998;1;2
1213491;2;2
1214099;1;2
1218468;2;2
1222855;2;6
1223829;2;2
1228420;2;2
1230426;2;4
1239460;1;2
1247643;1;2
1250710;2;2
1251960;2;2
1262148;1;2
1265526;1;2
1268924;1;3
1278693;2;2
1282431;2;2
1286655;2;2
1286718;2;4
1289177;2;2
1289344;2;2
1290318;1;3
1301831;2;2
1313122;2;3
1315866;1;2
1318859;1;3
1320101;2;2
1321273;2;2
1323686;2;2
1334535;2;2
1341559;2;3
1343718;2;3
1350364;1;4
1351524;2;2
1364926;1;2
1371344;1;2
1374660;1;4
1378867;1;2
1385067;2;3
1389584;1;2
1391402;1;6
1392329;2;3
1392895;1;4
1402561;2;2
1405699;2;2
1409209;2;2
1418114;1;2
1434160;1;2
1435708;2;2
1440241;2;2
1442267;2;3
1444265;1;2
1445191;1;2
1452511;2;3
1473375;2;2
1476222;2;4
1476519;2;2
1477685;2;2
1485461;2;3
1486199;1;2
1494797;2;2
1513718;1;4
1526965;1;3
1530647;1;3
1530968;2;2
1532653;1;2
1533673;2;2
1537432;2;3
1538891;2;2
1545994;2;6
1548131;2;2
1556327;2;3
1558502;1;2
1569223;1;2
1574424;1;3
1574525;1;2
1578927;2;2
1582335;2;2
1585925;2;2
1587886;1;2
1595829;2;2
1597956;1;2
1598777;2;2
1608605;2;2
1610943;2;2
1621318;2;2
1625350;2;2
1631858;2;2
1636897;2;4
1637932;1;5
1654255;2;2
1662197;1;2
1664633;2;2
1672270;1;2
1673151;2;2
1675350;2;2
1679028;2;10
1682525;2;3
1682877;2;2
1692950;2;2
1695530;2;2
1702250;1;3
1705933;1;3
1706312;2;2
1710025;2;2
1712317;2;3
1723627;2;3
1727854;1;2
1730846;2;3
1733417;1;2
1735922;2;2
1737911;1;2
1742219;1;2
1750790;1;2
1753393;2;2
1760069;1;2
1763048;2;3
1764473;1;3
1774874;1;5
1777752;1;2
1783127;2;3
1787390;1;2
1795354;2;3
1799621;1;3
1803285;2;2
1805277;2;2
1811767;1;2
1816051;1;2
1817762;2;2
1824068;2;2
1831359;2;6
1833944;2;2
1838214;2;3
1845926;2;2
1846135;1;2
1847789;1;2
1850631;1;2
1850693;2;3
1851777;1;2
1852609;2;2
1857392;2;3
1858315;2;2
1861911;2;2
1863895;2;2
1868745;2;2
1872121;1;3
1878279;2;2
1878390;2;2
1889013;1;2
1893300;2;3
1894102;1;3
1897279;2;2
1900759;1;2
1902308;2;2
1905477;2;4
1909879;2;6
1911202;2;2
1913185;2;11
1915175;2;6
1920627;2;2
1931796;2;2
1932381;2;2
1932997;2;2
1934730;2;2
1946688;1;4
1948318;1;3
1948756;1;3
1949674;2;2
1951826;1;2
1954203;1;2
1961355;2;2
1962500;1;2
1962631;1;2
1964264;2;2
1970180;1;2
1972428;1;3
1992512;2;2
1996918;1;5
2012420;2;2
2013343;1;3
2029416;2;2
2030136;1;8
2033789;2;3
2046780;1;3
2047771;2;2
2053958;1;3
2054658;2;3
2057973;2;2
2063453;2;2
2068200;1;3
2069848;2;2
2075384;2;4
2075472;2;2
2078270;1;2
2083721;1;3
2087985;2;2
2090055;2;2
2098893;1;2
2106741;2;2
2107554;2;2
2111020;2;2
2114420;1;2
2114489;2;2
2114597;2;2
2125986;2;2
2126456;1;2
2128827;2;2
2137115;1;2
2163807;2;2
2168904;1;3
2169362;2;2
2169513;2;2
2175492;2;2
2177932;1;3
2181373;2;2
2195341;2;2
2198185;2;4
2203824;2;2
2213980;2;2
2215668;2;2
2228339;2;2
2229842;2;3
2247623;2;2
2257211;2;2
2269203;2;2
2274174;1;2
2277990;1;2
2281159;1;2
2287578;1;2
2292033;1;2
2306510;1;2
2311821;2;2
2324600;2;2
2325768;1;2
2326945;2;2
2328160;2;2
