"PostId";"PostTypeId";"VersionCount"
4665;1;3
10194;2;3
18454;2;2
22358;1;3
23330;2;2
26379;2;2
33603;2;2
64890;2;5
67518;1;2
73652;2;3
80354;2;2
82889;2;4
98388;2;2
101156;1;2
104945;2;2
120313;2;2
132532;2;3
134099;1;3
137821;2;2
153059;2;2
153951;2;6
160241;2;2
162490;2;3
170213;2;2
176158;1;2
179440;2;2
179495;2;2
179905;2;2
182945;1;2
187785;2;3
188126;2;3
188849;2;3
204048;2;2
204813;1;3
208850;2;2
211074;1;2
222470;1;2
232358;2;2
238913;1;3
257144;1;2
260658;1;3
264120;1;2
266025;2;2
274840;1;2
288777;2;2
300885;2;2
301076;2;3
306650;2;3
314693;2;2
323424;1;3
332969;2;2
333280;1;2
347328;2;2
355341;2;2
357079;2;2
358526;2;2
363171;1;2
370427;1;3
370460;2;2
371455;1;2
371909;2;2
374869;2;2
379217;2;2
379930;1;3
387874;2;3
388492;1;2
397555;2;2
398914;2;2
404285;2;2
412942;2;5
419743;2;4
431386;2;2
455706;1;2
462271;2;2
471920;2;6
474924;2;2
476457;2;2
477123;2;2
479304;2;2
483669;1;2
484376;1;2
487124;2;2
497018;1;3
499694;1;2
503884;2;2
522710;1;2
526302;2;2
529773;2;4
530361;2;2
532029;1;3
546845;2;3
547805;1;2
554230;1;3
556915;2;3
558527;2;2
562738;1;2
576202;2;2
583114;2;4
587311;2;2
595035;2;2
595384;2;3
596369;2;10
604764;2;5
605975;2;3
606357;2;2
610923;2;4
614171;2;2
615875;1;3
617543;2;2
623747;1;2
629992;2;2
633260;2;2
633312;2;2
639585;1;3
644716;2;2
646101;1;2
646878;1;2
654722;1;5
658752;2;2
665958;2;2
667317;1;2
672355;1;2
677325;1;2
678043;2;3
701832;1;2
705304;2;2
706015;1;3
710770;2;2
714105;2;3
724644;1;3
729011;2;2
735241;2;2
745192;1;3
752039;2;5
753646;1;2
757031;2;2
769786;1;4
771709;1;2
773568;2;2
780045;2;2
795752;2;2
807889;2;2
813828;2;2
815626;1;4
819623;2;3
829386;2;2
830861;2;2
834397;2;2
837904;2;2
839744;2;2
845397;2;2
852924;2;2
853761;1;3
860236;2;2
866260;1;3
873037;1;3
878893;2;2
883156;1;3
888115;2;2
889465;2;2
891870;2;2
892021;1;2
892673;1;2
894545;2;6
894985;1;3
906136;2;2
907831;2;2
908215;2;2
909877;1;2
912336;1;2
914039;2;2
931911;1;3
932148;1;2
935207;1;2
936403;2;2
939929;1;2
944812;1;2
944908;2;3
948824;2;3
964679;2;2
965671;2;3
990350;2;2
993838;2;2
997212;1;2
1005592;2;2
1010900;1;2
1015239;2;2
1020291;2;2
1024114;1;2
1034514;2;2
1034861;2;2
1035980;1;3
1037324;1;3
1037654;2;3
1051366;2;3
1054611;1;2
1055655;2;2
1056660;1;2
1059005;1;3
1063522;1;2
1069176;1;2
1078180;2;2
1087207;2;2
1094807;1;2
1097897;2;2
1102743;2;2
1124503;2;3
1125134;2;2
1135726;1;3
1137906;1;2
1151175;2;2
1151245;2;3
1164898;1;2
1166055;1;2
1186152;1;2
1186346;2;3
1199754;2;2
1200022;2;2
1208698;1;3
1224087;2;3
1224617;1;3
1231232;1;4
1234238;2;4
1235866;2;2
1240843;1;2
1246059;2;2
1255720;2;2
1263840;1;2
1269648;1;2
1271878;1;2
1278952;1;2
1280684;2;2
1282063;2;2
1282547;2;2
1284373;2;2
1288714;2;2
1290995;2;2
1304636;2;2
1318470;1;3
1319487;1;2
1333393;1;3
1334237;1;3
1334242;2;3
1334371;2;2
1349090;1;3
1349227;1;2
1354862;2;2
1385988;1;2
1387343;2;4
1391436;1;2
1393894;2;3
1395621;1;3
1397584;2;3
1403123;2;2
1409107;2;4
1409672;2;2
1415455;2;2
1418956;2;2
1419174;2;2
1419209;1;3
1421252;2;2
1421862;1;2
1427242;1;2
1432361;2;2
1433106;1;3
1433750;1;2
1434314;2;2
1440778;1;2
1443357;1;2
1455178;2;2
1455275;2;2
1459441;1;2
1460024;1;3
1461817;2;3
1467331;1;3
1468603;2;2
1473819;2;3
1488012;2;2
1494342;1;2
1500408;2;2
1507923;1;3
1513172;1;4
1520003;2;3
1525664;1;2
1527208;1;2
1530046;2;4
1530376;2;2
1530610;1;2
1541787;1;2
1548533;1;5
1550848;2;2
1558578;2;2
1565769;1;2
1566376;2;2
1569368;2;3
1574662;2;2
1582817;2;2
1603402;2;3
1615360;2;2
1615876;1;2
1619660;2;2
1621788;2;2
1624559;2;2
1625745;1;2
1631909;2;4
1648482;2;2
1649089;2;3
1654989;2;2
1659580;1;4
1661474;2;2
1663264;1;2
1677073;2;2
1687779;1;2
1691878;1;4
1704556;2;2
1706609;2;2
1707396;2;2
1719258;1;2
1721589;2;3
1721689;2;5
1731735;2;2
1735780;2;2
1739886;1;3
1740528;1;2
1741751;2;2
1747835;1;3
1749695;2;2
1754519;2;2
1755588;2;2
1764604;2;2
1766452;2;2
1766711;1;2
1770831;2;3
1778278;1;2
1785837;2;3
1787315;1;4
1794536;1;2
1811465;1;4
1816541;2;2
1823293;1;2
1836848;1;2
1842363;2;2
1845772;2;2
1859438;1;2
1861166;1;2
1864543;1;2
1869776;1;3
1878175;2;2
1878858;2;2
1880659;2;2
1886583;2;2
1886834;2;3
1894945;2;3
1902360;2;2
1903813;1;2
1920136;2;2
1923884;2;3
1930392;2;3
1931564;2;2
1937404;1;4
1939075;2;2
1940086;2;2
1946705;2;2
1949206;2;2
1956475;1;2
1960851;2;2
1962464;2;3
